date,aqi,pm2.5,pm10,co,no2,so2,o3,class
20150203,200,150,206,2.4,87,108,37,4
20150204,50,18,50,0.6,29,33,59,1
20150205,52,27,54,0.8,41,36,58,2
20150206,137,105,167,2.1,73,102,32,3
20150207,90,58,130,1.3,49,49,45,2
20150208,42,15,42,0.7,29,21,59,1
20150209,112,85,150,2.0,68,91,43,3
20150210,166,126,204,2.2,81,90,34,4
20150211,124,94,155,2.6,70,69,52,3
20150212,61,40,73,1.4,49,43,50,2
20150213,114,86,140,1.8,64,84,57,3
20150214,236,186,276,2.5,82,74,77,5
20150215,163,124,193,1.8,49,46,46,4
20150216,158,121,165,2.1,51,52,57,4
20150217,68,42,85,1.3,34,31,53,2
20150218,87,65,114,1.8,41,61,55,2
20150219,109,82,133,1.5,36,84,59,3
20150220,75,55,76,1.4,40,37,42,2
20150221,150,115,214,1.9,30,40,42,3
20150222,193,39,336,1.1,16,27,59,4
20150223,97,44,144,1.7,36,54,54,2
20150224,137,98,225,2.2,57,59,30,3
20150225,117,89,177,3.1,42,60,64,3
20150226,52,25,54,1.2,29,27,65,2
20150227,51,22,51,1.2,33,33,47,2
20150228,74,54,82,1.4,34,32,39,2
20150301,109,67,168,1.6,40,44,69,3
20150302,103,75,156,1.8,60,59,57,3
20150303,70,20,89,0.9,20,18,64,2
20150304,56,22,62,1.0,35,35,63,2
20150305,73,51,97,1.3,50,63,64,2
20150306,133,101,183,1.6,52,61,63,3
20150307,149,114,187,1.8,68,57,54,3
20150308,159,121,185,2.0,67,54,29,4
20150309,54,19,59,0.9,27,18,70,2
20150310,70,42,91,1.4,54,51,64,2
20150311,84,54,118,1.6,47,42,68,2
20150312,109,82,147,2.4,76,78,40,3
20150313,81,60,108,2.2,64,57,61,2
20150314,89,62,128,1.7,75,61,43,2
20150315,141,87,232,2.4,74,55,66,3
20150316,206,156,263,1.9,67,44,58,5
20150317,129,99,171,1.3,46,23,75,3
20150318,85,56,121,1.6,82,35,45,2
20150319,165,121,280,2.3,99,49,59,4
